region,location,name,population,pop_active_duty,pop_active_duty_fam,pop_civilian,pop_contract,pop_retired,pop_retired_fam,pop_resrv_ntgrd
CONUS,Texas,Joint Base San Antonio (Lackland Randolph Sam Houston),"<div class=""section-text"">
<ul>
<li>
<strong>Fort Sam Houston Population: </strong>Total Force at: 161,971</li>
  <li>
<strong>Lackland AFB Population: </strong>Total Force: 117,994</li>
  <li>
<strong>Randolph AFB Population: </strong>Total Force: 15,942</li>
  <li>
<strong>Area Population: </strong>San Antonio: 1,990,675</li>
</ul>
</div> <br/> <div class=""section-text""><p>453,256 personnel</p></div>",NA,NA,NA,NA,NA,NA,NA
CONUS,Texas,"Joint Base San Antonio (Lackland, Randolph, Sam Houston)","<div class=""section-text"">
<ul>
<li>
<strong>Fort Sam Houston Population: </strong>Total Force at: 161,971</li>
  <li>
<strong>Lackland AFB Population: </strong>Total Force: 117,994</li>
  <li>
<strong>Randolph AFB Population: </strong>Total Force: 15,942</li>
  <li>
<strong>Area Population: </strong>San Antonio: 1,990,675</li>
</ul>
</div> <br/> <div class=""section-text""><p>453,256 personnel</p></div>",NA,NA,NA,NA,NA,NA,NA
CONUS,Texas,Laughlin AFB,<div />,NA,NA,NA,NA,NA,NA,NA
CONUS,Texas,Naval Air Station Corpus Christi,"<div class=""section-text""><ul>
<li>Active Duty 2,836</li>
  <li>Family Members 7,090</li>
  <li>Retirees and Family 28,810</li>
  <li>National Guard &amp; Reserve, Family 4,148</li>
  <li>Civilian Employees 4,402</li>
</ul></div> <br/> <div class=""section-text"">
<p>The Census Bureau Estimates Corpus Christi has a population today of 316,000, although the metropolitan area has a population of 442,600. The larger Corpus Christi-Kingsville-Alice Combined Statistical Area (CSA) has about 517,000 residents. The Sparkling City by the Sea has about 1,900 people per square mile (734/square kilometer).</p>
</div>",2836,40048,4402,NA,NA,28810,NA
CONUS,Texas,Naval Air Station Joint Reserve Base Fort Worth,"<div class=""section-text"">
<p><span style=""font-weight: bold;"">Military personnel assigned:</span></p>
</div>",NA,NA,NA,NA,NA,NA,NA
CONUS,Texas,Naval Air Station Kingsville,"<div class=""section-text""><ul>
<li>486 military members, including 153 student aviators</li>
  <li>115 civilians - appropriated funding</li>
  <li>91 civilians - non-appropriated funding</li>
  <li>3 contractors</li>
</ul></div> <br/> <div class=""section-text"">
<p>Population in 2014: 26,529 (98% urban, 2% rural).</p>
</div>",486,NA,115,NA,NA,NA,NA
CONUS,Texas,Red River Army Depot,"<div class=""section-text"">
<ul>
<li>2,500 Guard and reserve</li>
  <li>more than 5,000 civilians</li>
  <li>more than 9,000 family members</li>
  <li>8,500retirees</li>
</ul>
<p><strong>Area Population:</strong> The City of Texarkana is located both in Texas and Arkansas. The population for the entire city, including both states, is approximately around 135,000. The local Chamber of Commerce has a webpage that is very beneficial to newcomers.</p>
</div>",NA,9000,5000,NA,NA,NA,2500
CONUS,Texas,Sheppard AFB,"<div class=""section-text"">
<p>Over 60,000 airmen and personnel from other military branches are trained at Sheppard AFB each year. Over 20,000 permanent party, airmen in training, and support personnel are on Sheppard AFB during a normal duty day.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
CONUS,Texas,US Army Cadet Command 5th Brigade,"<div class=""section-text"">
<p>Fort Sam Houston has a population of approximately 7,654.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
CONUS,Texas,"USAREC, 5th Medical Recruiting Battalion",<div />,NA,NA,NA,NA,NA,NA,NA
CONUS,Texas,"USAREC, Dallas Battalion",<div />,NA,NA,NA,NA,NA,NA,NA
CONUS,Texas,"USAREC, Houston Battalion",<div />,NA,NA,NA,NA,NA,NA,NA
CONUS,Texas,"USAREC, San Antonio Battalion",<div />,NA,NA,NA,NA,NA,NA,NA
CONUS,Utah,Dugway Proving Ground,"<div class=""section-text"">
<ul>
<li>1,500 enlisted and civilian personnel</li>
</ul>
</div> <br/> <div class=""section-text"">
<p>Tooele: 33,762</p>
</div>",NA,NA,1500,NA,NA,NA,NA
CONUS,Utah,Hill AFB,"<div class=""section-text"">
<p>(2017-2018): Davis County: 347,637; Weber County: 251,769</p>
</div>",NA,NA,NA,NA,NA,NA,NA
CONUS,Utah,"USAREC, Salt Lake City Battalion",<div />,NA,NA,NA,NA,NA,NA,NA
CONUS,Virginia,DLA McNamara HQC,"<div class=""section-text""><p>Department of Defense civilians, military, and contractors are located at the DLA McNamara HQC. Military members represent the Air force, Army, Marines, and Navy.  Also located within the complex are DLA Energy, the Defense Technical Information Center, Defense Contract Audit Agency, and the Defense Threat Reduction Agency.</p></div>",NA,NA,NA,NA,NA,NA,NA
CONUS,Virginia,Defense Supply Center Richmond,"<div class=""section-text"">
<p>The center and its tenant organizations employ 2,400 civilian employees, 400 contract workers, and 45 military service members whose mission is to support the needs of the military services worldwide.</p>
</div>",NA,NA,2400,400,NA,NA,NA
CONUS,Virginia,Fort Belvoir,"<div class=""section-text"">
<ul>
<li>2,529 active duty</li>
  <li>76 reservists</li>
  <li>6,732 civilians </li>
</ul>
<p><br>In addition to U.S. Army forces, the U. S. Navy construction battalion, a Marine Corps detachment, one U. S. Air Force unit, and an agency of the Department of Treasury are also located at Fort Belvoir.</p>
</div>",2529,NA,6732,NA,NA,NA,NA
CONUS,Virginia,Fort Lee,"<div class=""section-text""><ul>
<li>
    <div>17,700 Active Duty</div>
</li>
  <li>
    <div>1,100 Reserve</div>
</li>
  <li>
    <div>11,400 Dependents</div>
</li>
  <li>
    <div>7,380 Civilians/Contractors</div>
</li>
  <li>
    <div>53,600 Retiree/Dependents</div>
</li>
  <li>
    <div>75,000 Students/Trainees  </div>
</li>
</ul></div> <br/> <div class=""section-text"">
<p>Petersburg: 33,972</p>
</div>",17700,11400,7380,7380,NA,53600,1100
CONUS,Virginia,Fort Myer (Joint Base Myer - Henderson Hall),"<div class=""section-text"">
<ul>
<li>9,800 active duty</li>
  <li>3,500 family members</li>
  <li>1,000 civilians</li>
</ul>
</div> <br/> <div class=""section-text"">
<p>The population for Arlington is 213,300.  The Greater Washington area population is 5.6 million.</p>
</div>",9800,3500,1000,NA,NA,NA,NA
CONUS,Virginia,Henderson Hall (Joint Base Myer - Henderson Hall),"<div class=""section-text""><p>1,700 Marines, 1,200 civilians, and 2,800 family members.</p></div>",NA,2800,1200,NA,NA,NA,NA
CONUS,Virginia,Joint Base Langley-Eustis,"<div class=""section-text"">
<p>JBLE serves the greater Hampton Roads area with over 145,000 active duty, guard and reserve, family members, civilians, contractors, and retirees, including primary support to the following:</p>
</div>",145000,NA,NA,NA,NA,NA,NA
CONUS,Virginia,Joint Expeditionary Base Little Creek-Fort Story,"<div class=""section-text"">
<p><em>JEB Little Creek</em></p>
</div>",NA,NA,NA,NA,NA,NA,NA
CONUS,Virginia,MCCS Hampton Roads,"<div class=""section-text""><p>Camp Elmore employs approximately 300 active duty, 120 civilian Marines and a number of civilian contractors. While MCCS Hampton Roads serves as the hub for Marines in the area, almost seventy five percent of the Marines stationed in the area are 21 miles or more from Norfolk.  As a regional program, MCCS travels to support all of our Marines, Sailors, and their families. </p></div>",300,NA,120,NA,NA,NA,NA
CONUS,Virginia,Marine Corps Base Quantico,"<div class=""section-text"">
<p align=""LEFT""><b><font size=""2"">QUANTICO WORKFORCE POPULATION </font></b></p>
</div>",NA,NA,NA,NA,NA,NA,NA
CONUS,Virginia,Naval Air Station Oceana,"<div class=""section-text""><ul>
<li>10,500 military</li>
  <li>10,000 family members</li>
  <li>4,500 civilian employees</li>
</ul></div> <br/> <div class=""section-text"">
<p>Virginia Beach Population:  450,000</p>
</div>",10500,10000,4500,NA,NA,NA,NA
CONUS,Virginia,Naval Air Station Oceana Dam Neck Annex,"<div class=""section-text"">
<p>Approximately 5,600 instructors, students, and support personnel.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
CONUS,Virginia,Naval Station Norfolk,"<div class=""section-text"">
<p>The region has over 1.6 million people and serves a very large community of active duty, retirees, family members and dependents, Reservists, DoD civilians and Joint Forces.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
CONUS,Virginia,Naval Support Activity Hampton Roads Northwest Annex,"<div class=""section-text""><ul>
<li>793 Active Duty Military</li>
  <li>436 Family Members</li>
  <li>316 Civilian Employees</li>
</ul></div> <br/> <div class=""section-text"">
<p>242,958 in Chesapeake, VA. Chesapeake was ranked one of the Best Places to Live in by Money Magazine, Best City for Families in 2010 &amp; 2011 by Parenting Magazine, consistently ranked by the FBI as one of safest U.S. cities, and ranked in the Top 100 Cities.</p>
</div>",793,436,316,NA,NA,NA,NA
CONUS,Virginia,Naval Support Activity South Potomac (NSF Dahlgren),"<div class=""section-text"">
<h2>Welcome to Naval Support Activity South Potomac</h2>
<p>Naval Support Activity South Potomac (NSASP) is a major shore command within Naval District Washington, and serves as the host command for two historic naval installations in the region: Naval Support Facility (NSF) Dahlgren, Va. and Naval Support Facility Indian Head, Md. As the host command, we provide base operations support for about two dozen commands and tenant activities, a workforce approaching 10,000, and over 900 base residents between both installations.<br><br>Together, Dahlgren and Indian Head represent dynamic and growing naval installations that employ some of the largest concentrations of scientists and engineers in the greater Washington, D.C. area that conduct leading-edge research and development, and provide critical operational support to U.S. armed forces.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
CONUS,Virginia,Naval Weapons Station Yorktown,"<div class=""section-text"">
<p>Military bases in close proximity to the Weapons station are Joint Bases Langley-Eustis, Naval Station Norfolk, Joint Expeditionary Base Little Creek-Fort Story, Naval Air Station Oceana, Norfolk Naval Shipyard and Portsmouth Naval Hospital. Together, they support approximately 87,787 joint force military personnel with additional 111,328 family members, over 58,525 retirees and 46,695 DoD personnel and civilian employees.</p>
</div>",111328,111328,46695,NA,46695,NA,NA
CONUS,Virginia,Newport News Shipyard,"<div class=""section-text"">
<p>Military bases in close proximity to HII are Joint Bases Langley-Eustis, Yorktown Naval Weapons Station, Naval Station Norfolk, Joint Expeditionary Base Little Creek-Fort Story, Naval Air Station Oceana, Norfolk Naval Shipyard and Portsmouth Naval Hospital. Together, they support approximately 85,000 joint force military personnel with an additional 120,000 family members, over 68,000 retirees and 27,439 DoD personnel and civilian employees.</p>
</div>",120000,120000,27439,NA,27439,NA,NA
CONUS,Virginia,Norfolk Naval Shipyard,"<div class=""section-text""><p>Norfolk Naval Shipyard is home to approximately 12,000 Military and Civilian personnel.</p></div>",NA,NA,12000,NA,NA,NA,NA
CONUS,Virginia,Surface Combat Systems Center Wallops Island,"<div class=""section-text"">
<p>SCSC is comprised of a hard charging team of over 300 military, civilian and contractor personnel all working together to provide highly technical engineering and training support to the fleet.</p>
</div>",300,NA,NA,NA,NA,NA,NA
CONUS,Virginia,"USAREC, Richmond Recruiting Battalion",<div />,NA,NA,NA,NA,NA,NA,NA
CONUS,Washington,Fairchild AFB,"<div class=""section-text"">
<table border=""0"" style=""width: 100%; height: 112px;""><tbody>
<tr>
<td><strong>Population Type</strong></td>
    <td><strong>Number</strong></td>
  </tr>
<tr>
<td>Officers</td>
    <td>223</td>
  </tr>
<tr>
<td>Enlisted</td>
    <td>2,803</td>
  </tr>
<tr>
<td>Guard</td>
    <td>938</td>
  </tr>
<tr>
<td>Civilians</td>
    <td>486</td>
  </tr>
<tr>
<td>Retirees</td>
    <td>17,509</td>
  </tr>
</tbody></table>
<ul>
<li>Active Duty 3,053</li>
  <li>Guard 938</li>
  <li>Civilians 486</li>
  <li>Retirees approx 17,509</li>
</ul>
</div> <br/> <div class=""section-text"">
<p>City of Spokane: As of 1 July 2018, City of Spokane population was, 219,190</p>
</div>",3053,NA,486,NA,17509,NA,938
CONUS,Washington,Joint Base Lewis-McChord,"<div class=""section-text"">
<p>Total population at Joint Base Lewis-McChord is 295,067.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
CONUS,Washington,Naval Air Station Whidbey Island,"<div class=""section-text"">
<ul>
<li>8,414 military personnel</li>
  <li>18,511 family members</li>
  <li>Approximately 10,000 retirees</li>
  <li>500+ reservists</li>
  <li>2100 civilian and contract employees</li>
  <li>37 Canadian Forces and their families</li>
  <li>85 Foreign Nationals and their families aboard for training</li>
</ul>
</div> <br/> <div class=""section-text"">
<p>83,159, Whidbey Island with approximately 23,000 in Oak Harbor</p>
</div>",8414,18511,2100,2100,10000,NA,500
CONUS,Washington,Naval Base Kitsap,"<div class=""section-text""><ul>
<li>Active Duty Military 15,601</li>
  <li>Civilian Employees 25,563</li>
  <li>Family Members 18,700</li>
  <li>Retirees 35,908</li>
</ul></div> <br/> <div class=""section-text"">
<p>266,550  (2019)  in Kitsap County, WA</p>
</div>",15601,18700,25563,NA,35908,NA,NA
CONUS,Washington,Naval Station Everett,"<div class=""section-text"">
<p>There are about 1,230 Sailors and Civil Service personnel assigned to commands located at Naval Station Everett.</p>
</div>",NA,NA,1230,NA,NA,NA,NA
CONUS,Washington,US Army Cadet Command 8th Brigade,"<div class=""section-text"">
<p>Fort Lewis, Washington has a population of approximately 13,776.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
CONUS,Washington,"USAREC, Seattle Battalion",<div />,NA,NA,NA,NA,NA,NA,NA
CONUS,Wisconsin,Fort McCoy,"<div class=""section-text""><ul>
<li>2,500 civilians and 450 military personnel work on the installation</li>
  <li>Average daily student population is 3,136</li>
  <li>150,000 military retirees from all services</li>
</ul></div> <br/> <div class=""section-text"">
<p>The estimated population of Monroe County is 45,365.</p>
</div>",152500,NA,450,NA,150000,NA,NA
CONUS,Wisconsin,"USAREC, Milwaukee Battalion",<div />,NA,NA,NA,NA,NA,NA,NA
CONUS,Wyoming,F. E. Warren AFB,"<div class=""section-text"">
<p>F.E. Warren AFB services DoD personnel including active duty Air Force, Naval Reserve, Army Guard and Air National Guard to include their families; all civilian personnel working on the installation; and retirees to include their families.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Alaska,Eielson AFB,"<div class=""section-text""><p>Eielson AFB is comprised of approximately 11,000 personnel; to include 1,764 Active Duty, 2,028 family members, 4,471 civilians, contractors and 2,082 retirees. </p></div>",1764,2028,4471,2082,2082,NA,NA
OCONUS,Alaska,Joint Base Elmendorf - Richardson JBER,"<div class=""section-text"">
<p><em>Active Duty Population</em></p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Alaska,"USAG Alaska, Greely","<div class=""section-text""><p style=""margin: 0in 0in 8pt;""><span lang=""EN"" style='color: rgb(51, 51, 51); line-height: 107%; font-family: ""Arial"",sans-serif; font-size: 10pt; mso-ansi-language: EN;'>Fort Greely's population is a mix of active duty garrison personnel (4), MEDCOM (9), CRTC (4) Alaska National Guard (211), civilian workers (226), contractor and tenant personnel (534). There are approximately (312) people that reside on the post proper.</span></p></div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Alaska,"USAG Alaska, Wainwright","<div class=""section-text"">
<p><b>Population:</b> Serving approximately</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,"Armed Forces Europe, Middle East, Africa",Ankara,"<div class=""section-text""><p>Military community in Ankara includes approximately 150  joint services personnel. Air Force, Army, Navy and Marine personnel work at the ODC, 717 ABS, or Embassy. The city of Ankara has a population of around 5 million.</p></div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,"Armed Forces Europe, Middle East, Africa",Lajes Field,"<div class=""section-text"">
<p>There are approximately 1,400 DoD personnel, local national employees and Portuguese military personnel.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Armed Forces Pacific,Camp Humphreys / USAG Humphreys,"<div class=""section-text""><p style=""margin: 0in 0in 8pt;""><span lang=""EN"" style='color: rgb(51, 51, 51); line-height: 107%; font-family: ""Arial"",sans-serif; font-size: 12pt; mso-ansi-language: EN;'>USAG Humphreys hosts a combined population of approximately 37,500 Department of Defense Service Members, Civilians, Contractors and their Families as of 2020. The estimated end state population of approximately 45,000 will be reached when the transformation and relocation program is completed.</span></p></div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Australia,Canberra,"<div class=""section-text""><p>The 337<sup>th</sup> ASUF provides support to approximately 200+ active duty military and their family members throughout Australia and New Zealand.</p></div>",200,NA,NA,NA,NA,NA,NA
OCONUS,Bahrain,Naval Support Activity Bahrain,"<div class=""section-text""><ul>
<li>Total DoD population: 9,000 including military and DoD civilians</li>
</ul></div> <br/> <div class=""section-text""><p>157,000 in Manama, Bahrain. 1.640 in the country of Bahrain.</p></div>",9000,NA,9000,NA,NA,NA,NA
OCONUS,Belgium,Kleine Brogel Air Base,"<div class=""section-text""><p>The 701 MUNSS is a geographically separated unit consisting of <strong>134</strong> active duty personnel, Department of Defense and local national civilians. The unit supports over 60 family members and a few retirees in a local area. The Belgian Air Force, through a bilateral agreement between the U.S. and Belgian Governments, provides and maintains property occupied by USAF personnel. Please note Kleine Brogel AB does not have lodging or a child development center on base.</p></div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Belgium,USAG BENELUX-Brussels-Schinnen,"<div class=""section-text"">
<p>Presently over 3,088 Service Members, Department of Defense and Department of State civilians and their family members living in and around Brussels Belgium receive some form of administrative support from USAG Benelux - Brussels.The support will differ depending on status.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Belgium,USAG BENELUX-SHAPE/Chievres,"<div class=""section-text"">
<p>SHAPE total population is 2,912; Chièvres total population is 1,429.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,British Indian Ocean Territory,Navy Support Facility Diego Garcia,"<div class=""section-text"">
<p>Entry into Diego Garcia is restricted, requiring area clearance by the Commanding Officer of Navy Support Facility, Diego Garcia for all military and civilian personnel. Only active duty, unaccompanied military personnel are assigned to Diego Garcia. Active duty military couples are not allowed simultaneous assignments to Diego Garcia. There is a total of 2,438 people on the island, 396 joint forces military and over 2,000 civilians.</p>
</div>",2000,NA,2000,NA,NA,NA,NA
OCONUS,Cuba,Naval Station Guantanamo Bay,"<div class=""section-text"">
<p>NSGB serves about 6,000 Joint Services personnel, DoD Civilians, family members, contract personnel, and local national employees.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Germany,"Ansbach, United States Army Garrison","<div class=""section-text""><p>Approximately 50,000 residents.</p></div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Germany,Buechel Air Base ,"<div class=""section-text""><p>The 702 MUNSS has approximately 139 active duty military, 6 non-appropriated funds civilian, and two local national employees. The military members are composed of 20 separate Air Force Specialty Codes. The unit supports over 360 family members and a few retirees in the local area. The unit is responsible for ownership, custody, maintenance, and release of a protection level 1 stockpile with an annual budget of $200K. The German Air Force, through a bi-lateral agreement between the US and German Governments, maintains the property occupied by USAF personnel.</p></div>",702,360,NA,NA,NA,NA,NA
OCONUS,Germany,Geilenkirchen NATO Air Base,"<div class=""section-text"">
<p>Roughly 450 active-duty USAF and 10 Navy personnel are stationed here. Additionally, US Army members and their families are at nearby JFC Brunssum and USAG Schinnen, in The Netherlands. NATO civilians, DoDDs personnel, a handful of contractors and US Federal service personnel, military retirees, and numerous local nationals make a total of about 2,600 Americans working or living near Geilenkirchen NATO Air Base.</p>
</div>",450,NA,NA,NA,NA,NA,NA
OCONUS,Germany,Kalkar - U.S. Air Force Element,"<div class=""section-text"">
<p>The Von-Seydlitz Kaserne is the headquarters of the German Air Force Air Operations Command. The Joint Air Power Competence Centre (JAPCC) and the US National Support Unit (NSU) are located on the Kaserne. The Combined Air Operations Centre Uedem (CAOC Uedem) is located in the nearby town of Uedem. The USAF element at Kalkar is a small installation currently has about 35 military members, one US civilian, and one civilian German national employee. With family members, the American population is about 80 people.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Germany,Ramstein AB,"<div class=""section-text"">
<p>""K-Town"", as some call it, Kaiserslautern is known for being the largest American community in Europe. Over 53,000 Americans share this community with inhabitants from over 70 nations. Ramstein, Kapaun, Sembach, and Vogelweh are predominately Air Force communities, which share their services with the other military members of the KMC. Pulaski Barracks, Kleber, Panzer, Daenner, Miesau, Pirmasens, Rhein Ordnance Barracks and Landstuhl, and the Army's Regional Medical Community, all make up this great community.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Germany,Spangdahlem AB,"<div class=""section-text"">
<p>(Includes Spangdahlem, GSUs, Tenant Units, FOA Dets)</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Germany,USAG Bavaria,"<div class=""section-text"">
<p> </p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Germany,"USAG Bavaria, Garmisch","<div class=""section-text"">
<p>The community has a population around 100 permanent party Active Duty and their Family members in its footprint. The civilian employees and their families add another 300 or so. The transient population resulting from the educational programs results in upwards of 10,000 annually and the ELR guests, approximately 250,000 annually.</p>
</div>",100,NA,NA,NA,NA,NA,NA
OCONUS,Germany,"USAG Bavaria, Hohenfels","<div class=""section-text"">
<p>USAG Hohenfels supports, on average, 9,000 personnel. These include 1,700 active duty military, 319 U.S. civilian employees, 750 local national employees, and 1,600 family members. There are about 2,231 trainees in the area on any given day.</p>
</div>",1700,1600,319,NA,NA,NA,NA
OCONUS,Germany,USAG Rheinland-Pfalz Kaiserslautern Military Community,"<div class=""section-text"">
<p>35,000 Military Members, Family Members and Department of Defense Civilians.</p>
</div>",35000,NA,NA,NA,NA,NA,NA
OCONUS,Germany,"USAG Rheinland-Pfalz, Baumholder","<div class=""section-text"">
<p>Approximately 7,000+ military members, family members and Department of Defense civilian employees.</p>
</div>",7000,NA,NA,NA,NA,NA,NA
OCONUS,Germany,USAG Stuttgart,"<div class=""section-text"">
<p>The Stuttgart Military Community is known as a ""Purple Community,"" meaning that all branches of service (to include active duty, reserve and guard) are assigned here from the Army, Air Force, Marine Corps, Navy and Coast Guard. Government Civilian employees, contract employees and local national hires are also part of the workforce in the community.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Germany,USAG Wiesbaden,"<div class=""section-text"">
<p>About 19,800 total, including approximately 3,100 military members; 3,900 U.S. civilians; 1,200 Local National civilians, 10,500 family members and 1,100 retirees.</p>
</div>",3900,1100,5100,NA,1100,NA,NA
OCONUS,Greece,Naval Support Activity Souda Bay,"<div class=""section-text"">
<p>NSA Souda Bay is comprised of approximately 20 officers, 300 enlisted personnel, 100 U.S civilians, and 200 contractors, both U.S. and local national. NSA Souda Bay consists of the following departments: Administration, Command Support, Chaplain, Comptroller, Fleet and Family Support Center, Legal, MWR, Operations, Public Affairs, Public Works, Safety, Security, Supply, CROF, Information Systems, Fire, Housing, HRO, Emergency Management, and 13 tenant commands.</p>
</div>",NA,NA,NA,200,NA,NA,NA
OCONUS,Guam,Joint Region Marianas - Andersen AFB,"<div class=""section-text""><ul>
<li>Military  2,085</li>
  <li>Family Members 2,202</li>
  <li>Civilians 865</li>
  <li>Contractors 436</li>
  <li>Retirees 2,366</li>
</ul></div> <br/> <div class=""section-text""><p><span class=""ILfuVd NA6bn c3biWd""><span class=""e24Kjd"">The current <b>population</b> of <b>Guam</b> is 168,094 as of January 2020, based on Worldometers elaboration of the latest United Nations data. </span></span></p></div>",NA,2202,865,436,2366,NA,NA
OCONUS,Hawaii,Joint Base Pearl Harbor - Hickam,"<div class=""section-text"">
<p>Joint Base Pearl Harbor Hickam provides services comparable to a large city to a population of active duty from all services, guard, reserve, family members and retirees.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Hawaii,MCB Hawaii,"<div class=""section-text"">
<p>Over 25,000 Marines, sailors, family members and civilian employees live and work on MCBH.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Hawaii,Schofield Barracks/Fort Shafter ,"<div class=""section-text"">
<p>Honolulu Metro Area: 988,650; Wahiawa: 34,191; Mililani: 48,668</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Hungary,Papa Air Base ,"<div class=""section-text"">
<p>Papa Air Base has 1000 total personnel and family members from the nations Bulgaria, Estonia, Finland, Hungary, Lithuania, the Netherlands, Norway, Poland, Romania, Slovenia, Sweden, and the United States, as well as personnel from Boeing and their families.</p>
</div>",NA,1000,NA,NA,NA,NA,NA
OCONUS,Italy,Aviano Air Base,"<div class=""section-text"">
<p>In the northern region of Italy, 83,306 or 6.7% of Italy's population.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Italy,Ghedi Air Base,"<div class=""section-text"">
<p>The 704th MUNSS has approximately 134 active duty military, Department of Defense and local national civilians. The 704th MUNSS is responsible for maintaining US resources with an annual budget of $200K. The Italian Air Force, through a bi-lateral agreement between the U.S. and Italian Governments, provides and maintains property occupied by USAF personnel. Ghedi Air Base does not have personnel support facilities or billeting for U.S. forces. Please note there is also no child care facility/CDC located on Ghedi AB.</p>
</div>",134,NA,NA,NA,NA,NA,NA
OCONUS,Italy,Naval Air Station Sigonella,"<div class=""section-text""><ul>
<li>2173 Active Duty</li>
  <li>1930 Family Members</li>
  <li>353 CONUS Hires</li>
  <li>99 CONUS Hire Dependents</li>
  <li>775 Italian local national employees</li>
</ul></div> <br/> <div class=""section-text"">
<p>347,045 is the population in Catania, which is the second largest city on the island of Sicily after Palermo.</p>
</div>",2173,1930,NA,NA,NA,NA,NA
OCONUS,Italy,Naval Support Activity Naples,"<div class=""section-text""><ul>
<li>2,462 Active Duty Personnel</li>
  <li>3,578 Active Duty Family Members</li>
  <li>1,210 US Civilian Hires</li>
  <li>925 NATO Military</li>
  <li>1,250 NATO Family Members</li>
  <li><span style='font: 400 16px/24px ""Arvo"", serif; text-align: left; color: rgb(74, 74, 74); text-transform: none; text-indent: 0px; letter-spacing: normal; text-decoration: none; word-spacing: 0px; float: none; display: inline !important; white-space: normal; orphans: 2; font-size-adjust: none; font-stretch: normal; background-color: rgb(248, 249, 253); -webkit-text-stroke-width: 0px;'>973,132 in Naples.</span></li>
</ul></div> <br/> <div class=""section-text"" style=""text-align: left; color: rgb(74, 74, 74); text-transform: none; line-height: 24px; text-indent: 0px; letter-spacing: normal; overflow: visible; font-size: 16px; font-style: normal; font-variant: normal; font-weight: 400; text-decoration: none; word-spacing: 0px; white-space: normal; box-sizing: border-box; orphans: 2; -webkit-text-stroke-width: 0px;"">
<p style=""margin: 0px 0px 1rem; color: rgb(74, 74, 74); line-height: 24px; font-size: 16px; box-sizing: border-box;"">Our mission is to exercise command and area coordination over assigned activities, to coordinate provisions, and to provide logistics and administrative support to authorized U.S. personnel attached to NATO Commands located in the Naples area and U.S. Navy operating forces, Naval activities and units in the Naples/Gaeta area and other U.S. agencies as directed, as well as to carry out responsibilities for other U.S. Naval matters assigned by competent authority.</p>
</div>",3387,4828,1210,NA,NA,NA,NA
OCONUS,Italy,Naval Support Activity Naples Department Gaeta,"<div class=""section-text"">
<p>The population served is comprised of active duty personnel and their families, DoD personnel and US contractors from the Commands present in Gaeta (NSAND Gaeta, USS Mount Whitney), and various smaller commands throughout the Lazio region.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Italy,USAG Italy,"<div class=""section-text"">
<p>Total population is 15,875. The Vicenza Military Community is comprised of Soldiers, civilian employees (including Italian nationals), retirees and family members.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Italy,USAG Italy-Darby Military Community,"<div class=""section-text"">
<p>Darby Military Community is an Army installation with Army, Air Force, DoD Civilians, Contractors, Retirees and Family members. </p>
</div>",NA,NA,NA,NA,NA,NA,NA
OCONUS,Japan,"Camp S D Butler (Camp Foster, Kinser, Courtney, Hansen, Schwab and MCAS Futenma)","<div class=""section-text"">
<p>Okinawa is located on the east side of the Asia Continent and on the western end of the arch of the Japanese islands. The prefecture consists of 160 large and small islands (49 inhabited islands) dotted around the vast ocean stretching about 1,000 km from east to west and about 400 km from north to south. It is the largest of the Ryukyu Islands in southern Japan, with a population of 1,434,138. The capital city, Naha, has a population of 319,435.</p>
</div>",NA,NA,NA,NA,NA,NA,NA
